"Make Id","Model Id","Model Year","Make Name","Model Name","Model Created","Model Modified"
22,5747,2018,Toyota,RAV4,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
22,6110,2018,Toyota,Sequoia,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
22,5870,2018,Toyota,Sienna,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
22,5688,2018,Toyota,Tacoma,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
22,6028,2018,Toyota,Tundra,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
22,6627,2018,Toyota,Yaris,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
22,7247,2018,Toyota,"Yaris iA","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
43,7309,2018,Volkswagen,Atlas,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
43,2151,2018,Volkswagen,Beetle,"12/27/24, 2:20 PM","12/27/24, 3:06 PM"
43,7110,2018,Volkswagen,e-Golf,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
43,4891,2018,Volkswagen,Golf,"12/27/24, 2:33 PM","12/27/24, 3:17 PM"
43,7248,2018,Volkswagen,"Golf Alltrack","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
43,6920,2018,Volkswagen,"Golf R","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
43,7109,2018,Volkswagen,"Golf SportWagen","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
43,6526,2018,Volkswagen,GTI,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
43,4563,2018,Volkswagen,Jetta,"12/27/24, 2:31 PM","12/27/24, 3:17 PM"
43,5343,2018,Volkswagen,Passat,"12/27/24, 2:36 PM","12/27/24, 3:18 PM"
43,6765,2018,Volkswagen,Tiguan,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
43,7249,2018,Volkswagen,"Tiguan Limited","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
23,6112,2018,Volvo,S60,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
23,7171,2018,Volvo,"S60 Cross Country","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
23,5812,2018,Volvo,S90,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
23,7111,2018,Volvo,V60,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
23,7112,2018,Volvo,"V60 Cross Country","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
23,5813,2018,Volvo,V90,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
23,7250,2018,Volvo,"V90 Cross Country","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
23,6822,2018,Volvo,XC60,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
23,6285,2018,Volvo,XC90,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
1,6946,2017,Acura,ILX,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
1,6058,2017,Acura,MDX,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
1,5387,2017,Acura,NSX,"12/27/24, 2:36 PM","12/27/24, 3:18 PM"
1,6556,2017,Acura,RDX,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
1,6998,2017,Acura,RLX,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
1,7061,2017,Acura,TLX,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
24,7062,2017,"Alfa Romeo",4C,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
24,3306,2017,"Alfa Romeo",Giulia,"12/27/24, 2:24 PM","12/27/24, 3:15 PM"
44,7187,2017,"Aston Martin",DB11,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
44,6783,2017,"Aston Martin",Rapide,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
44,6784,2017,"Aston Martin","V12 Vantage","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
44,6477,2017,"Aston Martin","V8 Vantage","12/27/24, 2:44 PM","12/27/24, 3:20 PM"
44,6059,2017,"Aston Martin",Vanquish,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
2,6478,2017,Audi,A3,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
2,6479,2017,Audi,"A3 Quattro","12/27/24, 2:44 PM","12/27/24, 3:20 PM"
2,7130,2017,Audi,"A3 Sportback e-tron","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
2,5712,2017,Audi,A4,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
2,7188,2017,Audi,"A4 allroad","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
2,5711,2017,Audi,"A4 Quattro","12/27/24, 2:39 PM","12/27/24, 3:19 PM"
2,6651,2017,Audi,"A5 Quattro","12/27/24, 2:46 PM","12/27/24, 3:20 PM"
2,5645,2017,Audi,A6,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
2,5643,2017,Audi,"A6 Quattro","12/27/24, 2:38 PM","12/27/24, 3:19 PM"
2,6883,2017,Audi,"A7 Quattro","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
2,5773,2017,Audi,"A8 Quattro","12/27/24, 2:39 PM","12/27/24, 3:19 PM"
2,7063,2017,Audi,Q3,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
2,7065,2017,Audi,"Q3 Quattro","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
2,6731,2017,Audi,Q5,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
2,6557,2017,Audi,Q7,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
2,6653,2017,Audi,R8,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
2,7189,2017,Audi,RS3,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
2,7000,2017,Audi,RS7,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
2,7064,2017,Audi,S3,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
2,6652,2017,Audi,S5,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
2,5644,2017,Audi,S6,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
2,6948,2017,Audi,S7,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
2,6060,2017,Audi,S8,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
2,6999,2017,Audi,SQ5,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
2,5986,2017,Audi,"TT Quattro","12/27/24, 2:41 PM","12/27/24, 3:19 PM"
2,6732,2017,Audi,"TTS Quattro","12/27/24, 2:46 PM","12/27/24, 3:20 PM"
25,7190,2017,Bentley,Bentayga,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
25,2282,2017,Bentley,Continental,"12/27/24, 2:20 PM","12/27/24, 3:08 PM"
25,7002,2017,Bentley,"Flying Spur","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
25,4590,2017,Bentley,Mulsanne,"12/27/24, 2:31 PM","12/27/24, 3:17 PM"
3,7191,2017,BMW,230i,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7192,2017,BMW,"230i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,4374,2017,BMW,320i,"12/27/24, 2:29 PM","12/27/24, 3:17 PM"
3,6953,2017,BMW,"320i xDrive","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7007,2017,BMW,328d,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7008,2017,BMW,"328d xDrive","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7132,2017,BMW,330e,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,6062,2017,BMW,330i,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
3,7208,2017,BMW,"330i GT xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7197,2017,BMW,"330i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7133,2017,BMW,340i,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7209,2017,BMW,"340i GT xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7134,2017,BMW,"340i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7193,2017,BMW,430i,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7198,2017,BMW,"430i Gran Coupe","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7194,2017,BMW,"430i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7199,2017,BMW,"430i xDrive Gran Coupe","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7204,2017,BMW,440i,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7205,2017,BMW,"440i Gran Coupe","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7206,2017,BMW,"440i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7207,2017,BMW,"440i xDrive Gran Coupe","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,4267,2017,BMW,530i,"12/27/24, 2:29 PM","12/27/24, 3:16 PM"
3,7195,2017,BMW,"530i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,6787,2017,BMW,"535i GT","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
3,6837,2017,BMW,"535i GT xDrive","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
3,5584,2017,BMW,540i,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
3,7196,2017,BMW,"540i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,6788,2017,BMW,"550i GT xDrive","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
3,6885,2017,BMW,640i,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
3,6950,2017,BMW,"640i Gran Coupe","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7009,2017,BMW,"640i xDrive","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7005,2017,BMW,"640i xDrive Gran Coupe","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,6481,2017,BMW,650i,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
3,6951,2017,BMW,"650i Gran Coupe","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,6886,2017,BMW,"650i xDrive","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
3,6952,2017,BMW,"650i xDrive Gran Coupe","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7210,2017,BMW,"740e xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,5516,2017,BMW,740i,"12/27/24, 2:37 PM","12/27/24, 3:19 PM"
3,7202,2017,BMW,"740i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,6480,2017,BMW,750i,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
3,6786,2017,BMW,"750i xDrive","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
3,7068,2017,BMW,"Alpina B6 xDrive Gran Coupe","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
3,6559,2017,BMW,"Alpina B7","12/27/24, 2:45 PM","12/27/24, 3:20 PM"
3,7003,2017,BMW,i3,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7004,2017,BMW,i8,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7131,2017,BMW,M2,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7200,2017,BMW,M240i,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,7201,2017,BMW,"M240i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,5101,2017,BMW,M3,"12/27/24, 2:34 PM","12/27/24, 3:18 PM"
3,7066,2017,BMW,M4,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
3,4995,2017,BMW,M6,"12/27/24, 2:34 PM","12/27/24, 3:18 PM"
3,7006,2017,BMW,"M6 Gran Coupe","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
3,7203,2017,BMW,"M760i xDrive","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
3,6884,2017,BMW,X1,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
3,6329,2017,BMW,X3,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
3,7067,2017,BMW,X4,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
3,5991,2017,BMW,X5,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
3,6654,2017,BMW,X6,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
4,7122,2017,Buick,Cascada,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
4,6648,2017,Buick,Enclave,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
4,6942,2017,Buick,Encore,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
4,7121,2017,Buick,Envision,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
4,6378,2017,Buick,LaCrosse,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
4,4147,2017,Buick,Regal,"12/27/24, 2:28 PM","12/27/24, 3:16 PM"
4,6879,2017,Buick,Verano,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
5,6943,2017,Cadillac,ATS,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
5,7123,2017,Cadillac,CT6,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
5,6225,2017,Cadillac,CTS,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
5,5890,2017,Cadillac,Escalade,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
5,6224,2017,Cadillac,"Escalade ESV","12/27/24, 2:43 PM","12/27/24, 3:19 PM"
5,7181,2017,Cadillac,XT5,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
5,6944,2017,Cadillac,XTS,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
6,7186,2017,Chevrolet,"Bolt EV","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
6,3743,2017,Chevrolet,Camaro,"12/27/24, 2:26 PM","12/27/24, 3:16 PM"
6,3592,2017,Chevrolet,Caprice,"12/27/24, 2:25 PM","12/27/24, 3:15 PM"
6,7059,2017,Chevrolet,"City Express","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
6,6321,2017,Chevrolet,Colorado,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
6,2328,2017,Chevrolet,Corvette,"12/27/24, 2:20 PM","12/27/24, 3:08 PM"
6,6833,2017,Chevrolet,Cruze,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
6,6381,2017,Chevrolet,Equinox,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
6,5702,2017,Chevrolet,"Express 2500","12/27/24, 2:39 PM","12/27/24, 3:19 PM"
6,5703,2017,Chevrolet,"Express 3500","12/27/24, 2:39 PM","12/27/24, 3:19 PM"
6,2918,2017,Chevrolet,Impala,"12/27/24, 2:22 PM","12/27/24, 3:09 PM"
6,3443,2017,Chevrolet,Malibu,"12/27/24, 2:25 PM","12/27/24, 3:15 PM"
6,5891,2017,Chevrolet,"Silverado 1500","12/27/24, 2:40 PM","12/27/24, 3:19 PM"
6,6053,2017,Chevrolet,"Silverado 2500 HD","12/27/24, 2:41 PM","1/3/25, 12:09 PM"
6,6546,2017,Chevrolet,"Silverado 3500 HD","12/27/24, 2:45 PM","1/3/25, 12:10 PM"
6,6880,2017,Chevrolet,Sonic,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
6,6945,2017,Chevrolet,Spark,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
6,6995,2017,Chevrolet,SS,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
6,1883,2017,Chevrolet,Suburban,"12/27/24, 2:19 PM","12/27/24, 3:06 PM"
6,7126,2017,Chevrolet,"Suburban 3500 HD","12/27/24, 2:51 PM","1/3/25, 11:48 AM"
6,5637,2017,Chevrolet,Tahoe,"12/27/24, 2:38 PM","12/27/24, 5:05 PM"
6,6729,2017,Chevrolet,Traverse,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
6,7058,2017,Chevrolet,Trax,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
6,6834,2017,Chevrolet,Volt,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
26,6831,2017,Chrysler,200,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
26,2569,2017,Chrysler,300,"12/27/24, 2:21 PM","12/27/24, 3:08 PM"
26,6315,2017,Chrysler,Pacifica,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
27,3984,2017,Dodge,Challenger,"12/27/24, 2:27 PM","12/27/24, 3:16 PM"
27,3638,2017,Dodge,Charger,"12/27/24, 2:25 PM","12/27/24, 3:15 PM"
27,5840,2017,Dodge,Durango,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
27,5004,2017,Dodge,"Grand Caravan","12/27/24, 2:34 PM","12/27/24, 3:18 PM"
27,6739,2017,Dodge,Journey,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
27,5450,2017,Dodge,Viper,"12/27/24, 2:37 PM","12/27/24, 3:18 PM"
46,7136,2017,Ferrari,"488 GTB","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
46,7137,2017,Ferrari,"488 Spider","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
46,7076,2017,Ferrari,"California T","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
46,6958,2017,Ferrari,"F12 Berlinetta","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
46,7138,2017,Ferrari,F12tdf,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
46,7211,2017,Ferrari,GTC4Lusso,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
46,7021,2017,Ferrari,LaFerrari,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
28,7212,2017,FIAT,"124 Spider","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
28,1899,2017,FIAT,500,"12/27/24, 2:19 PM","12/27/24, 3:06 PM"
28,7022,2017,FIAT,500L,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
28,7139,2017,FIAT,500X,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
29,6961,2017,Ford,C-Max,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
29,5910,2017,Ford,"E-350 Super Duty","12/27/24, 2:40 PM","12/27/24, 3:19 PM"
29,6567,2017,Ford,Edge,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
29,6067,2017,Ford,Escape,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
29,5778,2017,Ford,Expedition,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
29,5393,2017,Ford,Explorer,"12/27/24, 2:36 PM","12/27/24, 3:18 PM"
29,4277,2017,Ford,F-150,"12/27/24, 2:29 PM","12/27/24, 3:16 PM"
29,5911,2017,Ford,"F-250 Super Duty","12/27/24, 2:40 PM","12/27/24, 3:19 PM"
29,5912,2017,Ford,"F-350 Super Duty","12/27/24, 2:40 PM","1/3/25, 12:33 PM"
29,5913,2017,Ford,"F-450 Super Duty","12/27/24, 2:40 PM","1/3/25, 12:33 PM"
29,4410,2017,Ford,Fiesta,"12/27/24, 2:30 PM","12/27/24, 3:17 PM"
29,6741,2017,Ford,Flex,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
29,5998,2017,Ford,Focus,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
29,6487,2017,Ford,Fusion,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
29,6392,2017,Ford,GT,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
29,3472,2017,Ford,Mustang,"12/27/24, 2:25 PM","12/27/24, 3:15 PM"
29,6960,2017,Ford,"Police Interceptor Sedan","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
29,6959,2017,Ford,"Police Interceptor Utility","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
29,7023,2017,Ford,"Special Service Police Sedan","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
29,4913,2017,Ford,Taurus,"12/27/24, 2:33 PM","12/27/24, 3:18 PM"
29,6792,2017,Ford,"Transit Connect","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
29,7078,2017,Ford,Transit-150,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
29,7079,2017,Ford,Transit-250,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
29,7080,2017,Ford,Transit-350,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
29,7081,2017,Ford,"Transit-350 HD","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
7,7251,2017,Genesis,G80,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
7,7252,2017,Genesis,G90,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
8,6570,2017,GMC,Acadia,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
8,7213,2017,GMC,"Acadia Limited","12/27/24, 2:52 PM","1/2/25, 9:19 PM"
8,6337,2017,GMC,Canyon,"12/27/24, 2:43 PM","12/27/24, 3:20 PM"
8,5728,2017,GMC,"Savana 2500","12/27/24, 2:39 PM","12/27/24, 3:19 PM"
8,5729,2017,GMC,"Savana 3500","12/27/24, 2:39 PM","12/27/24, 3:19 PM"
8,5920,2017,GMC,"Sierra 1500","12/27/24, 2:41 PM","12/27/24, 3:19 PM"
8,6080,2017,GMC,"Sierra 2500 HD","12/27/24, 2:42 PM","1/3/25, 12:11 PM"
8,6571,2017,GMC,"Sierra 3500 HD","12/27/24, 2:45 PM","1/3/25, 12:11 PM"
8,6793,2017,GMC,Terrain,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
8,5458,2017,GMC,Yukon,"12/27/24, 2:37 PM","12/27/24, 3:18 PM"
8,7083,2017,GMC,"Yukon XL","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
9,4346,2017,Honda,Accord,"12/27/24, 2:29 PM","12/27/24, 3:17 PM"
9,4182,2017,Honda,Civic,"12/27/24, 2:28 PM","12/27/24, 3:16 PM"
9,7214,2017,Honda,Clarity,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
9,5796,2017,Honda,CR-V,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
9,6576,2017,Honda,Fit,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
9,7140,2017,Honda,HR-V,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
9,5667,2017,Honda,Odyssey,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
9,6248,2017,Honda,Pilot,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
9,6492,2017,Honda,Ridgeline,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
10,5668,2017,Hyundai,Accent,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
10,6494,2017,Hyundai,Azera,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
10,5471,2017,Hyundai,Elantra,"12/27/24, 2:37 PM","12/27/24, 3:18 PM"
10,6964,2017,Hyundai,"Elantra GT","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
10,7215,2017,Hyundai,Ioniq,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
10,6083,2017,Hyundai,"Santa Fe","12/27/24, 2:42 PM","12/27/24, 3:19 PM"
10,6965,2017,Hyundai,"Santa Fe Sport","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
10,5223,2017,Hyundai,Sonata,"12/27/24, 2:35 PM","12/27/24, 3:18 PM"
10,6406,2017,Hyundai,Tucson,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
10,6896,2017,Hyundai,Veloster,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
11,7028,2017,INFINITI,Q50,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7031,2017,INFINITI,Q60,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7032,2017,INFINITI,Q70,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7084,2017,INFINITI,Q70L,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
11,7216,2017,INFINITI,QX30,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
11,7029,2017,INFINITI,QX50,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7030,2017,INFINITI,QX60,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7033,2017,INFINITI,QX70,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7027,2017,INFINITI,QX80,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
12,7221,2017,Jaguar,F-Pace,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
12,7034,2017,Jaguar,F-Type,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
12,7222,2017,Jaguar,XE,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
12,6749,2017,Jaguar,XF,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
12,3886,2017,Jaguar,XJ,"12/27/24, 2:26 PM","12/27/24, 3:16 PM"
12,5670,2017,Jaguar,XJR,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
30,4227,2017,Jeep,Cherokee,"12/27/24, 2:29 PM","12/27/24, 3:16 PM"
30,6581,2017,Jeep,Compass,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
30,5543,2017,Jeep,"Grand Cherokee","12/27/24, 2:37 PM","12/27/24, 3:19 PM"
30,6582,2017,Jeep,Patriot,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
30,7086,2017,Jeep,Renegade,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
30,5044,2017,Jeep,Wrangler,"12/27/24, 2:34 PM","12/27/24, 3:18 PM"
31,7254,2017,Karma,Revero,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
13,7036,2017,Kia,Cadenza,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
13,6802,2017,Kia,Forte,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
13,7037,2017,Kia,Forte5,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
13,7087,2017,Kia,K900,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
13,7223,2017,Kia,Niro,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
13,6087,2017,Kia,Optima,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
13,6086,2017,Kia,Rio,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
13,6164,2017,Kia,Sedona,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
13,6261,2017,Kia,Sorento,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
13,6801,2017,Kia,Soul,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
13,7088,2017,Kia,"Soul EV","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
13,5672,2017,Kia,Sportage,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
32,6899,2017,Lamborghini,Aventador,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
32,7224,2017,Lamborghini,Centenario,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
32,7089,2017,Lamborghini,Huracan,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
14,5598,2017,"Land Rover",Discovery,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
14,7090,2017,"Land Rover","Discovery Sport","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
14,4021,2017,"Land Rover","Range Rover","12/27/24, 2:27 PM","12/27/24, 3:16 PM"
14,6900,2017,"Land Rover","Range Rover Evoque","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
14,6500,2017,"Land Rover","Range Rover Sport","12/27/24, 2:45 PM","12/27/24, 3:20 PM"
